ID,Name,Description,ColumnSpec
ablow,(a) blow | a blow,,
aboat,a boat,,
aboatman,a boatman,,
abode,abode,,
abomasum,abomasum,,
abone,a bone,,
abook,a book,,
abooklet,a booklet,,
aboriginalman,aboriginal man,,
aboriginalperson,aboriginal person,,
aboriginalwoman,aboriginal woman,,
aboundary,a boundary,,
about,about,,
abouthisdisobedience,about his disobedience,,
above,above,,
aboveon,"above, on",,
abow,a bow,,
abowl,a bowl,,
abox,a box,,
aboysname,a boy's name,,
abrasionwound,"abrasion, wound",,
abreeze,a breeze,,
abrick,a brick,,
abrightstar,a bright star,,
abrupt,abrupt,,
abrushtocleantheskin,a brush to clean the skin,,
abscess,abscess,,
absent,absent,,
absented,absented,,
absentminded,absent minded,,
absolute,absolute,,
absolutely,absolutely,,
absolutelyis,absolutely is,,
absorbmoisture,absorb moisture,,
abucket,a bucket,,
abud,a bud,,
abuffalo,a buffalo,,
abug,a bug,,
abunch,a bunch,,
abunchahandfulofthings,a bunch; a handful of things,,
abunchofroughlionscamewithdifficultythroughthedoor,A bunch of rough lions came with difficulty through the door.,,
abundance,abundance,,
abundant,abundant,,
abundantly,abundantly,,
abundle,a bundle,,
aburn,a burn,,
aburntpatchofveld,a burnt patch of veld,,
abus,a bus,,
abuse,abuse,,
abush,a bush,,
abushman,a bushman,,
abushmengroup,a bushmen group,,
abusiveword,abusive word,,
abutterfly,a butterfly,,
abuttock,a buttock,,
abutton,a button,,
abyss,abyss,,
acaciafleckii,Acacia fleckii,,
acaciarefisciens,Acacia refisciens,,
acaciatree,acacia tree,,
acage,(a) cage,,
acalf,a calf,,
acall,a call,,
acallcall,a call call,,
acamel,a camel,,
acan,a can,,
acanal,a canal,,
acanthosicyosspecies,Acanthosicyos species,,
acap,a cap,,
acaptain,a captain,,
acar,a car,,
acaress,a caress,,
acase,a case,,
acasiatree,acasia tree,,
acaste,a caste,,
acastratedman,a castrated man,,
acat,a cat,,
acause,a cause,,
acave,a cave,,
accelerator,accelerator,,
accept,accept,,
acceptance,acceptance,,
acceptreceiveget,acceptǃ receiveǃ getǃ,,
accident,accident,,
accidents,accidents,,
accompany,accompany,,
according,according,,
accordingto,according to,,
accordingtothem,according to them,,
account,account,,
accumulation,accumulation,,
accurate,accurate,,
accusation,accusation,,
accuse,accuse,,
accusebegme,"accuse, beg me",,
accustomed,accustomed,,
accustomedto,accustomed to,,
ace,ace,,
acertain,a certain,,
acertaindance,a certain dance,,
acertainmeasure,a certain measure,,
acertainone,a certain one,,
acertaintown,a certain town,,
achaia,Achaia,,
achain,a chain,,
achair,a chair,,
achanceorturn,a chance or turn,,
acharm,a charm,,
achat,a chat,,
ache,ache,,
acheck,a check,,
achehurtsick,"ache, hurt sick",,
achepain,"ache, pain",,
achiefstitle,a chief's title,,
achieve,achieve,,
achievement,achievement,,
achild,a child,,
achildsaidatreehouse,A child said a tree house,,
achildsaidawanderer,A child said a wanderer,,
achildsaidawaterfall,A child said a waterfall,,
achildsaidawaterpipe,A child said a waterpipe,,
achildsaidgondar,A child said Gondar,,
achildsaidgondarplacename,A child said Gondar (place name),,
achildsaidheappointedsomeone,A child said he appointed someone,,
achildsaidheattractsyou,A child said he attracts you,,
achildsaidhecounted,A child said he counted,,
achildsaidhegainedweight,A child said he gained weight,,
achildsaidhehaschosen,A child said he has chosen,,
achildsaidhehasgone,A child said he has gone,,
achildsaidhehasstolen,A child said he has stolen,,
achildsaidhehaswhipped,A child said he has whipped,,
achildsaidheheapeditup,A child said he heaped (it up),,
achildsaidhehired,A child said he hired,,
achildsaidhekilled,A child said he killed,,
achildsaidhekissed,A child said he kissed,,
achildsaidhepreparedandsoldmead,A child said he prepared and sold mead,,
achildsaidhereturned,A child said he returned,,
achildsaidhesentit,A child said he sent (it),,
achildsaidheturned,A child said he turned,,
achildsaidhewashomesick,A child said he was homesick,,
achildsaidiate,A child said I ate,,
achildsaidifinished,A child said I finished,,
achildsaiditdiminished,A child said it diminished,,
achildsaiditdissolved,A child said it dissolved,,
achildsaiditgotdark,A child said it got dark,,
achildsaiditisplenty,A child said it is plenty,,
achildsaiditrained,A child said it rained,,
achildsaiditwaseasy,A child said it was easy,,
achildsaiditwasfull,A child said it was full,,
achildsaidonewhoappoints,A child said one who appoints,,
achildsaidpretty,A child said pretty,,
achildsaidthewordawaterpipe,A child said (the word) a waterpipe,,
achildsaidthewordwhey,A child said (the word) whey,,
achinesefamilyname,a Chinese family name,,
aching,aching,,
acid,acid,,
acidity,acidity,,
acidlike,acid-like,,
acidsour,"acid, sour",,
acity,a city,,
aclan,a clan,,
aclearingintheforest,a clearing in the forest,,
acne,acne,,
acold,a cold,,
acollectivefarm,a collective farm,,
acolor,(a color),,
acolt,a colt,,
acoming,a coming,,
acompoundword,a compound word,,
aconcern,a concern,,
aconsequence,a consequence,,
aconversation,a conversation,,
acook,a cook,,
acoppercoin,a copper coin,,
acoralcod,a coral cod,,
acorn,acorn,,
acorner,a corner,,
acountry,a country,,
acovering,a covering,,
acow,a cow,,
acrayon,(a) crayon,,
acre,acre,,
acricket,a cricket,,
acrimoniousspeech,acrimonious speech,,
acripple,a cripple,,
across,across,,
acrosstheriver,across the river,,
acrotomespecies,Acrotome species,,
act,act,,
actinaspiritedmanner,act in a spirited manner,,
action,action,,
actionoftalking,action of talking,,
actions,actions,,
activities,activities,,
activity,activity,,
actofcunning,act of cunning,,
actofdipping,act of dipping,,
actofpushing,act of pushing,,
actofworshipping,act of worshipping,,
actscene,"act, scene",,
actstupidly,act stupidly,,
actually,actually,,
acup,a cup,,
acupful,a cupful,,
acuporbeaker,a cup or beaker,,
acurvedsword,a curved sword,,
acustom,a custom,,
acuteobservation,acute observation,,
acuttingorashoot,a cutting or a shoot,,
adamaboysname,Adam (a boy's name),,
adamsapple,Adam's apple,,
adance,a dance,,
adaughter,a daughter,,
aday,a day,,
adayofnoworkbecauseofdeath,a day of no work because of death,,
add,add,,
adder,adder,,
addict,addict,,
addingnumbers,adding (numbers),,
addition,addition,,
additiveconjunction,(additive conjunction),,
addmoreofsomething,add (more of something),,
address,address,,
addressbook,address book,,
addressby,address by,,
adebt,a debt,,
adeer,a deer,,
adependent,a dependent,,
adept,adept,,
adesertedplace,a deserted place,,
adhere,adhere,,
adie,a die,,
adifficulty,a difficulty,,
adirection,a direction,,
adish,a dish,,
adishoffood,a dish of food,,
adispute,a dispute,,
adistance,a distance,,
adistressedpersonfem,a distressed person (fem.),,
adistrictname,a district name,,
adivisionoftime,a division of time,,
admirable,admirable,,
admire,admire,,
admit,admit,,
adoctor,a doctor,,
adog,a dog,,
adollar,a dollar,,
adomesticanimal,a domestic animal,,
adoorbolt,a door bolt,,
adopted,adopted,,
adornments,adornments,,
adozen,a dozen,,
adrawer,a drawer,,
adream,a dream,,
adress,(a) dress,,
adressinggown,a dressing gown,,
adrink,a drink,,
adrinkmadeofginger,a drink made of ginger,,
adrum,a drum,,
aduck,a duck,,
adultery,adultery,,
adultman,adult man,,
adults,adults,,
adultsppalm,adult sp. palm,,
advantage,advantage,,
adverb,[adverb],,
adverbas,adverb as,,
advertisement,advertisement,,
advice,advice,,
advocate,advocate,,
advshowingextent,[adv showing extent],,
adwellingplace,a dwelling place,,
ae,ʔae,,
afall,a fall,,
afamoushotspring,a famous hot spring,,
afancheerleader,"a fan, cheerleader",,
afatlittlebelly,a fat little belly,,
afavor,a favor,,
afawn,a fawn,,
afeeling,a feeling,,
afence,a fence,,
afern,a fern,,
afew,a few,,
afewforeigners,a few foreigners,,
affairs,affairs,,
affection,affection,,
affluence,affluence,,
afight,a fight,,
afightwar,"a fight, war",,
afinger,a finger,,
afire,afire,,
afirelog,a fire-log,,
afish,a fish,,
afishisfriedinitsownoil,a fish is fried in its own oil,,
afishnet,a fish net,,
aflame,(a) flame,,
aflappingsound,a flapping sound,,
aflirt,a flirt,,
afloat,a float,,
aflock,a flock,,
aflood,a flood,,
aflourfactory,a flour factory,,
aflow,a flow,,
aflower,a flower,,
aflute,a flute,,
afly,a fly,,
afold,a fold,,
afootpath,a footpath,,
afortunetellerpaper,a fortune teller paper,,
afowl,a fowl,,
afraid,afraid,,
afraidof,afraid of,,
afraidwild,afraid; wild,,
african,African,,
africanhawkeagle,African hawk eagle,,
africanwildcat,African wildcat,,
afriend,a friend,,
afrikaans,Afrikaans,,
afruit,a fruit,,
afrwildcat,Afr. Wildcat | Afr. wildcat,,
after,after,,
afterawhile,after a while,,
afterbirth,afterbirth,,
afterheateitshearrived,"After he ate it, she arrived",,
afterheateitshebotheredhim,"After he ate it, she bothered him",,
afterheateitshebotheredme,"After he ate it, she bothered me",,
afterheateitshetookcareofhim,"After he ate it, she took care of him",,
afterheeatsitshearrives,"After he eats it, she arrives",,
afterhefinallygotheredidnthesayanything,"After he finally got here, didn't he say anything?",,
afterher,after her,,
afterhim,after him,,
afternoon,afternoon,,
afternoonyesterday,"afternoon, yesterday",,
aftersaying,after saying,,
aftersometimelater,"after some time, later",,
afterthemfem,after them (fem.),,
afterward,afterward,,
afterwards,afterwards,,
afulani,a Fulani,,
afuneral,a funeral,,
again,again,,
againagain,again & again,,
against,against,,
againstit,against it,,
againstitatitsedge,against it/at its edge,,
againstitattheedge,against it / at the edge,,
againthechildseestheelandbeautifully,Again the child sees the eland beautifully.,,
agamalizard,Agama lizard | agama lizard,,
agame,a game,,
agameofsticks,a game of sticks,,
agang,a gang,,
agardeningspear,a gardening spear,,
agardenlizard,a garden lizard,,
agate,agate,,
age,age,,
aged,aged,,
agedbutunhatchedeggeatenasasnack,aged but unhatched egg eaten as a snack,,
agedmilk,aged milk,,
ageneralwordforbird,a general word for bird,,
agent,agent,,
agentlebreeze,a gentle breeze,,
agepeergroupfriend,age peer/group friend,,
agiantelephantapproachedmeandstood,A giant elephant approached me and stood.,,
agilewallaby,agile wallaby,,
agirl,a girl,,
agirlsname,a girl's name,,
aglass,a glass,,
agoat,a goat,,
agod,a god,,
agony,agony,,
agoodlife,a good life,,
agoodthing,a good thing,,
agoose,a goose,,
agrab,a grab,,
agrapevine,a grapevine,,
agrass,a grass,,
agrave,a grave,,
agreatdeal,a great deal,,
agreatsoul,a great soul,,
agree,agree,,
agreebelieveanswer,agree; believe; answer,,
agreed,agreed,,
agreedbelieve,agreed; believe,,
agreeing,agreeing,,
agreement,agreement,,
agreeting,a greeting,,
agreetinghowisit,a greeting (=how is it?),,
agreewith,agree with,,
agroundnestingwasp,a ground nesting wasp,,
agroup,a group,,
agroupofleaves,a group of leaves,,
agrub,a grub,,
ah,ahǃ | ʔah,,
ahallow,a hallow,,
ahand,a hand,,
ahandful,a handful,,
ahardwood,a hardwood,,
aharlotseesamonkey,A harlot sees a monkey.,,
ahat,a hat,,
ahead,ahead,,
aheadofacow,ahead of a cow,,
aheap,a heap,,
ahelp,a help,,
ahidepelt,"a hide, pelt",,
ahill,a hill,,
ahissingnoise,a hissing noise,,
ahoe,a hoe,,
ahole,a hole,,
ahollowintheground,a hollow in the ground,,
aholytree,a holy tree,,
ahook,a hook,,
ahorse,a horse,,
ahouse,a house,,
ahses,ahses,,
ahunchbackedwoman,a hunchbacked woman,,
aid,aid,,
aim,aim,,
aimat,aim at,,
aimingat,aiming at,,
air,air,,
airplane,airplane,,
airpump,air pump,,
airweather,"air, weather",,
airwind,"air, wind",,
aisle,aisle,,
ajeep,a jeep,,
ajoke,a joke,,
ajute,a Jute,,
akindof,a kind of,,
akindofanimal,a kind of animal,,
akindofant,a kind of ant,,
akindofbamboocontainer,a kind of bamboo container,,
akindofbamboofishtrap,a kind of bamboo fishtrap,,
akindofbambootrap,a kind of bamboo trap,,
akindofbeat,a kind of beat,,
akindofbird,a kind of bird,,
akindofbirdmakespurringsound,a kind of bird (makes purring sound),,
akindofbrush,a kind of brush,,
akindofbunchofplantain,a kind of bunch of plantain,,
akindofbushfowl,a kind of bush fowl,,
akindofcap,a kind of cap,,
akindofcassava,a kind of cassava,,
akindofcitrusfruit,a kind of citrus fruit,,
akindofcrocodile,a kind of crocodile,,
akindofcurry,a kind of curry,,
akindofdrum,a kind of drum,,
akindofeggplant,a kind of eggplant,,
akindoffish,(a kind of ) fish | a kind of fish,,
akindoffishtrap,a kind of fishtrap,,
akindofflower,a kind of flower,,
akindoffood,a kind of food,,
akindoffruit,(a kind of) fruit | a kind of fruit,,
akindofgame,a kind of game,,
akindofghost,a kind of ghost,,
akindofgrass,a kind of grass,,
akindofherb,a kind of herb,,
akindofinsect,a kind of insect,,
akindofleather,a kind of leather,,
akindofmeasurement,a kind of measurement,,
akindofmedicine,a kind of medicine,,
akindofmelon,a kind of melon,,
akindofmonkey,a kind of monkey,,
akindofmusic,a kind of music,,
akindofnut,a kind of nut,,
akindofpaddy,a kind of paddy,,
akindofplant,a kind of plant,,
akindofplatform,a kind of platform,,
akindofplay,a kind of play,,
akindofreed,a kind of reed,,
akindofshell,a kind of shell,,
akindofsmallfish,a kind of small fish,,
akindofsnake,a kind of snake,,
akindofstew,a kind of stew,,
akindofsweetmeat,a kind of sweet meat,,
akindoftallgrass,a kind of tall grass,,
akindoftimberxyliaxylocarpa,a kind of timber (Xylia xylocarpa),,
akindoftoolformillingricegrain,a kind of tool for milling rice grain,,
akindoftree,a kind of tree,,
akindofvegetable,a kind of vegetable,,
akindofverystrongtropicalplantusedformakingtraps,"a kind of very strong tropical plant, used for making traps",,
akindofyam,a kind of yam,,
akingofreptile,a king of reptile,,
aknotinthehair,a knot in the hair,,
aladder,a ladder,,
alady,a lady,,
alamebulgarian,a lame Bulgarian,,
alamp,a lamp,,
alandatownsweden,"Åland (a town, Sweden)",,
alargeammountof,a large ammount of,,
alargeant,a large ant,,
alargearmy,a large army,,
alargeman,a large man,,
alargemetallicpot,a large metallic pot,,
alargepot,a large pot,,
alargesizedmussel,a large sized mussel,,
alas,alas,,
alash,a lash,,
alastname,(a last name),,
alaugh,a laugh,,
alaw,a law,,
alazyperson,a lazy person,,
alcohol,alcohol,,
alcoholicdrink,alcoholic drink,,
aldertree,alder tree,,
ale,ale,,
aleafusedasasymbolofpeace,a leaf used as a symbol of peace,,
aleech,a leech,,
alegcrooked,(a leg) crooked,,
aletter,a letter,,
aleutlanguage,Aleut language,,
aleutraincoat,Aleut raincoat,,
alex,Alex,,
algebra,algebra,,
ali,Ali,,
aliar,a liar,,
alie,(a) lie,,
alihitfarah,Ali hit Farah.,,
alikesimilar,"alike, similar",,
aliking,a liking,,
aline,a line,,
aliqueur,a liqueur,,
alitter,a litter,,
alittle,a little | a little…,,
alittleatatime,a little at a time,,
alittlebit,a little bit,,
alittleblackbear,a little black bear,,
alittlebookworm,a little; bookworm,,
alittleboy,a little boy,,
alittleenemyayoungenemy,"a little enemy, a young enemy",,
alittlegirl,a little girl,,
alittlegrizzlybear,a little grizzly bear,,
alittlehole,a little hole,,
alittletinybit,a little tiny bit,,
alittletree,a little tree,,
alittletwoyearold,a little two-year old,,
alittlewhileago,a little while ago,,
alive,alive,,
alivenerve,"alive, nerve",,
alivingobjectlies,a living object lies,,
all,all,,
alldativedeclension,"all, dative declension",,
alleverybody,"all, everybody",,
alleveryoneeverything,"all, everyone, everything",,
allgathertogether,all gather together,,
alligator,alligator,,
alligatorpepper,alligator pepper,,
allnight,all night,,
allofus,all of us,,
allofusarerelativelysurethatthesmallcarwillcomearoundthecorner,All of us are relatively sure that the small car will come around the corner.,,
allow,allow,,
allright,all right,,
allrightallright,All right! All right!,,
allthemembersarepresent,All the members are present.,,
alltogether,all together,,
alluvium,alluvium,,
allvices,all vices,,
almond,almond,,
almost,almost,,
almostfalling,almost falling,,
almostinvisible,almost invisible,,
almostnearly,"almost, nearly",,
almostoutofsight,almost out of sight,,
alms,alms,,
aload,a load,,
aloespecies,Aloe species,,
alone,alone,,
along,along,,
alongditch,a long ditch,,
alongexercise,a long exercise,,
alongfish,a long fish,,
alongtailedmonkey,a long-tailed monkey,,
alongtime,a long time,,
alongway,a long way,,
aloofah,a loofah,,
alot,a lot,,
alotofdust,a lot of dust,,
alotofhair,a lot of hair,,
alotofpeople,a lot of people,,
alotofwater,a lot of water,,
alotus,a lotus,,
alphabeticalm,alphabetical m,,
alphabeticals,alphabetical s,,
alphagreekletter,alpha' Greek letter,,
already,already,,
alreadyalongtimeago,"already, a long time ago",,
alreadydone,already done,,
also,also,,
alsoanear,also an ear,,
alsoquitegood,also quite good,,
alsotoo,also; too,,
altar,altar,,
altarfordryingfish,altar for drying fish,,
although,although,,
althoughtheysay,although they say,,
altruism,altruism,,
aluminum,aluminum,,
always,always,,
am,am | ʔam,,
amaid,a maid,,
amajorgod,a major god,,
amalename,a male name,,
amaliciousdeed,a malicious deed,,
aman,a man,,
amankilledasnake,A man killed a snake.,,
amansname,(a man's name) | a man's name | a man’s name,,
amapletree,a maple tree,,
amarket,a market,,
amarsh,a marsh,,
amatter,a matter,,
ambition,ambition,,
ambush,ambush,,
ameasure,a measure,,
amedicinalplantswallowwort,"a medicinal plant, swallow-wort",,
ameeting,a meeting,,
amelon,a melon,,
amemory,a memory,,
amen,amen,,
amerchant,a merchant,,
america,America,,
americanginseng,American ginseng,,
americanorcaucasian,American or Caucasian,,
amessage,a message,,
amharic,Amharic,,
amiangry,Am I angry?,,
amilimeter,a milimeter,,
amillion,a million,,
amind,(a) mind,,
amine,a mine,,
aminorking,a minor king,,
aminute,a minute,,
amixtureifyouhaveheartburn,a mixture if you have heartburn,,
amnesia,amnesia,,
amold,amold,,
amoment,a moment,,
amomentago,a moment ago,,
amonasteryinprague,(a monastery in Prague),,
amongthebesttastingfruitsthegrapeisthekingandthemelonistheemporer,"Among the best tasting fruits, the grape is the king and the melon is the emporer",,
amongyourselves,among yourselves,,
amould,a mould,,
amount,amount,,
amountain,a mountain,,
amountofweight,amount of weight,,
amovement,a movement,,
amphetamine,amphetamine,,
amphitheater,amphitheater,,
amphitheatre,amphitheatre,,
amudstool,a mud stool,,
amusement,amusement,,
amusing,amusing,,
amuslim,a muslim,,
amythicalsnake,a mythical snake,,
anaconda,anaconda,,
anacorn,an acorn,,
anail,a nail,,
anairplaneabirdwagon,an airplane (a birdwagon),,
analloyofsilver,an alloy of silver,,
analogous,analogous,,
analyzingorexaminingalanguageisveryinterestingwork,analyzing (or examining) a language is very interesting work,,
anambush,an ambush,,
aname,(a name) | a name,,
anameofamundamundname,"a name of a Mund, a Mund name",,
ananimal,an animal,,
ananimaldisease,an animal disease,,
ananimalinthecatfamily,an animal in the cat family,,
ananimalsden,an animal's den,,
anant,an ant,,
anap,a nap,,
anarchy,anarchy,,
anarmour,an armour,,
anarmspread,an armspread,,
anarmy,an army,,
anarrow,an arrow,,
anarrowhead,an arrowhead,,
anarrowmoney,an arrow; money,,
anarticle,an article,,
anaspect,an aspect,,
anass,an ass,,
anaxe,an axe,,
ancestor,ancestor,,
ancestors,ancestors,,
ancestorsorrelatives,ancestors or relatives,,
ancestralproperty,ancestral property,,
anchor,anchor,,
and,and,,
andhewillfall,and he will fall,,
andiaskyou,and I ask you,,
andiwhittlebow,and I whittle bow,,
andothers,and others,,
andshewillbehappy,and she will be happy,,
andthen,and then,,
andtheotheronelaughed,and the other one laughed,,
andtogetherwith,"and, together with",,
andwrite,and write | and write!,,
andyou,And (you)?,,
aneagle,an eagle,,
aneagleowl,an eagle owl,,
anecdote,anecdote,,
anecho,an echo,,
anecklacebeads,"a necklace, beads",,
anegg,an egg,,
aneggfromcambodian,an egg (from Cambodian),,
anenvelope,an envelope,,
anervoustwitch,a nervous twitch,,
anewoneclass3s,a new one - Class 3s,,
anewoneclass5s,a new one - Class 5s,,
anexclamation,an exclamation,,
anexclamationoh,an exclamation (ohǃ),,
anexclamatoryexpression,an exclamatory expression,,
anexlaimation,an exlaimation,,
anexpanseofocean,an expanse of ocean,,
aneye,an eye,,
angel,angel,,
angelacc,angel (acc.),,
anger,anger,,
angeracc,anger (acc.),,
angerbravery,anger; bravery,,
angle,angle,,
anglecorner,"angle, corner",,
angry,angry,,
angrymean,angry / mean,,
angus,Angus,,
anhour,an hour,,
anickname,a nickname,,
anidiot,an idiot,,
anigirlsname,Ani (girl's name),,
anillness,an illness,,
animal,animal,,
animalaxe,animal : axe,,
animalfat,animal fat,,
animalfood,animal food,,
animalfootitsfoot,"animal (foot), its foot",,
animalhair,animal hair,,
animalhead,animal head,,
animalhide,animal hide,,
animalhorn,animal horn,,
animalmeat,"animal, meat | animal; meat",,
animalmother,animal mother,,
animalpath,animal path,,
animals,animals,,
animalseatfromit,animals eat from it,,
animalshelter,animal shelter,,
animalshorn,animal's horn,,
animaltrack,animal track,,
animalwing,animal wing,,
aninfectiousdisease,an infectious disease,,
aninsect,(an insect) | an insect,,
aninsectaroundchickens,an insect around chickens,,
aninstance,(an) instance,,
aninstant,an instant,,
aninstrument,an instrument,,
aninsultcrookedheadofafishfromschevening,an insultː crooked head of a fish from Schevening,,
aninterpreter,an interpreter,,
anirritableperson,an irritable person,,
anisland,an island,,
anissueanaffairamatter,"an issue, an affair, a matter",,
anit,a nit,,
anitchingsensation,an itching sensation,,
anitemoftraditionaldress,an item of traditional dress,,
ankara,Ankara,,
ankle,ankle,,
anklet,anklet,,
anklit,anklit,,
ann,Ann,,
anne,Anne,,
annette,Annette,,
annotation,annotation,,
announce,announce,,
announcement,announcement,,
annoy,annoy,,
annoyance,annoyance,,
annoyed,annoyed,,
annoying,annoying,,
anobject,an object,,
anoffice,an office,,
anoilcontainer,an oil container,,
anoldbachelor,an old bachelor,,
anoldman,an old man,,
anopenshutter,an open shutter,,
anopinion,an opinion,,
anorange,an orange,,
anorder,an order,,
anornament,an ornament,,
anosebleed,a nosebleed,,
another,another,,
anothermansname,another man's name,,
anotherperson,another person,,
anotherplacethere,"another place, there",,
anotherpurpleroot,another purple root,,
anothertown,another town,,
anotherunchangeable,another  :  unchangeable,,
anotherwoman,another woman,,
anotherwordforneedle,another word for needle,,
answer,answer,,
answerme,‘answer me’,,
answers,(answers),,
answertoacall,answer to a call,,
ant,ant,,
antagonistic,antagonistic,,
antbed,ant bed | antbed,,
antelope,antelope,,
antelopes,antelopes,,
antheap,antheap,,
antheaps,ant heaps | antheaps,,
anthill,ant hill | anthill,,
anthonynickname,Anthony (nickname),,
anthropology,anthropology,,
antidoteforsnake,antidote for snake,,
antkenya,ant (Kenya),,
antlion,ant-lion,,
antsp,ant (sp.),,
antspecies,ant species,,
antzanzibar,ant (Zanzibar),,
anuglymarkorremark,an ugly mark or remark,,
anunknownpersonsecretlyatefishinthehouse,An (unknown) person secretly ate fish in the house.,,
anunknownpersonsecretlycaughtthegoatsinthehouse,An (unknown) person secretly caught the goats in the house.,,
anunknownpersonsecretlydrankbeerinthehouse,An (unknown) person secretly drank beer in the house.,,
anunknownpersonsecretlymadebeerinthehouse,An (unknown) person secretly made beer in the house.,,
anunknownpersonsecrtelytookawaythecowfromthebyre,An (unknown) person secrtely took away the cow from the byre.,,
anunkownname,an unkown name,,
anunpleasantperson,an unpleasant person,,
anunspecifiedorganofthehumanbody,an unspecified organ of the human body,,
anuppergarment,an upper garment,,
anus,anus,,
anvil,anvil,,
anxiety,anxiety,,
anxious,anxious,,
any,any,,
anyone,anyone,,
anything,anything,,
anyvine,any vine,,
ao,ʔao,,
aorta,aorta,,
apache,Apache,,
apachepeople,Apache people,,
apage,a page,,
apair,a pair,,
apairof,a pair of,,
aparcelfriend,"a parcel, friend",,
apartaside,"apart, aside",,
aparticulargame,a particular game,,
aparticularkindofcrab,a particular kind of crab,,
aparticularname,(a particular) name,,
aparticulartribe,a particular tribe,,
aparticularvillage,a particular village,,
apartment,apartment,,
apartofnostril,a part of nostril,,
apatientpersoncooksastoneanddrinksitsbroth,A patient person cooks a stone and drinks its broth.,,
ape,ape,,
apen,a pen,,
aperiodoftime,a period of time,,
apersianmusicalscore,a Persian musical score,,
aperson,a person,,
apersonalname,(a personal name),,
apersonsname,a person's name,,
apersonwhobreaks,a person who breaks,,
apes,apes,,
apick,a pick,,
apiece,a piece,,
apieceofstickusedinanativegame,a piece of stick used in a native game,,
apig,a pig,,
apile,a pile,,
apinch,a pinch,,
aplace,a place,,
aplaceacolumn,"a place, a column",,
aplaceforfirewood,a place for firewood,,
aplaceinsweden,a place in Sweden,,
aplacename,a place name,,
aplant,a plant,,
aplanttoputforthleafbuds,(a plant) to put forth leaf-buds,,
aplantwhoseleavescontainmilkyfluid,a plant whose leaves contain milky fluid,,
aplate,a plate,,
aplay,a play,,
aplugdriveninthebottomorsideofaboat,a plug driven in the bottom or side of a boat,,
apocket,a pocket,,
apodpoundedrice,a pod; pounded rice,,
apoem,a poem,,
apoisonousprohibitive,a poisonous prohibitive,,
apolishedstone,(a) polished stone,,
apolishingofcopper,a polishing of copper,,
apologize,apologize,,
aporcupine,a porcupine,,
aportion,a portion,,
apotacookingvessel,"a pot, a cooking vessel",,
apparent,apparent,,
apparently,apparently,,
appearance,appearance,,
appearcometolight,"appear, come to light",,
appeared,appeared,,
appendix,appendix,,
appetite,appetite,,
applause,applause,,
apple,apple,,
apples,apples,,
appletree,apple tree,,
applyfriction,apply friction,,
appoint,appoint,,
appointment,appointment,,
apprentice,apprentice,,
apprenticeship,apprenticeship,,
appropriate,appropriate,,
approval,approval,,
approx600gramsaunitofmeasurementformeat,approx. 600 gramsː a unit of measurement for meat,,
approximately,approximately,,
apricot,apricot,,
apriest,a priest,,
april,April,,
